index,claim,labels
1393,Ngày16-3-2023TrungtâmYtếquận10thôngbáovớiTrung tâm Kiểm soát bệnh tật TP.HCM về số học sinh nghỉ ốm tăng bất thường tại Trường tiểu học Võ Trường Toản.,0
5657,"Vàođầunăm2023trướcđó,bàLêThịThảođãtổchứcxâydãy9cănnhàliềnkềkhôngphéptạiTPHảiPhòng.",0
1149,%Chính phủ đề nghị xây dựng Luật #CCCD với #bốn nhóm chính sách *nhằm hạn chế phát sinh thủ tục hành chính* về dự án Luật CCCD và tháo gỡ khó khăn vướng mắc trong thi hành Luật CCCD năm 2014.,0
5875,"Nhà        làm       việc            trên          đỉnh            Hòn Bà của bác sĩ Alexandre Yersin được xây dựng khoảng năm 1914 đã được Bộ Văn hóa, Thể thao và Du lịch quyết định bổ sung là di tích quốc gia.",0
4128,"Su kien, hoat dong Nam Du lich quoc gia 2023 se duoc đay manh truyen thong tren cac kenh truyen thong, trien lam anh, an pham bao,...",0
4992,"""Text"" = ""Theo Quyết định số 596/QĐ-TTg thì Ban Chỉ đạo quốc gia về hội nhập quốc tế có các chức năng và nhiệm vụ giúp Chính phủ và Thủ tướng Chính phủ đề ra các định hướng, chiến lược, giải pháp cũng như đề xuất những nhiệm vụ trọng tâm, trong điểm về hội nhập quốc tế.""",0
1381,U20 Indonesia đánh maaaat quyền tham gia giari đấu khi bị tước tư cách chủ nhà U20 World Cup 2023. 😢🫶😘😬😍,0
7401,"Hội Báo TQ năm 2023 thật sự là ngày hội lớn khi có quy mô lớn I từ trước đến nay, thu hút sự tham gia của 63 hội nhà báo địa phương.",0
807,"Danh ca Madonna được cho là đang có một mối qh lãng mạn cùng võ sĩ quyền Anh Josh Popper, 29 tuổi sau khi bà ct bạn trai, người mẫu Andrew Darnell, 23t.",0
522,"Nhờ vào nhiệt độ thấp hơn và màu sắc đỏ hơn Mặt Trời nhưng kích cở chỉ bằng 8%, nước sẽ có khả năng tồn tại trên các hành tinh với quỹ đạo rất gần với Trappist-1.",0
38,"Miss Universe Vietnam đã xin đặc cách cho Á hậu Thảo Nhi Lê được đại diện Việt Nam đi thi Miss Universe 2023 thì theo điều lệ mới, chỉ có người thắng cuộc thí quốc gia mới được tham dự Miss Universe 2023 ở El Salvador.",0
3529,"Trong 7 ngày vừa qua (từ 5/4-11/4/2023), cả nước đã ghi nhận 639 ca mắc COVID-19 mới, trung bình có 90 ca mắc mới mỗi ngày, tăng 3,8 lần so với 7 ngày trước đó; trong đó nhóm từ 50 tuổi trở lên ghi nhận 193 ca (chiếm 30,2% số mắc mới). Riêng trong ngày 12/4, toàn quốc ghi nhận 261 ca nhiễm, có 9 bệnh nhân đang phải thở oxy qua mặt nạ.",0
1049,"Tại sự kiện Gặp gỡ và kết nối với mạng lưới lớn mạnh của các cựu du học sinh Anh tại Việt Nam, Đại sứ nước Anh Iain Frew đã tham dự và bày tỏ sự vui mừng khi năm 2023 chính là cột mốc đánh dấu 50 năm mối quan hệ ngoại giao Vương quốc Anh - Việt Nam được thiết lập, khẳng định tầm quan trọng của những thành tựu mà hai quốc gia đã đạt được trong các lĩnh vực, đặc biệt là trong việc kết nối giáo dục giữa hai quốc gia mà hai quốc gia đã đạt được trong các lĩnh vực, đặc biệt là trong việc kết nối giáo dục giữa hai quốc gia mà UKAV nắm một vai trò vô cùng quan trọng.",0
6206,"Lợi khuẩn (probiotics) là những vi khuẩn - vi sinh vật có lợi cho đường ruột, chúng ta cần bổ sung chúng vào chế độ ăn nhằm cân bằng hệ vi khuẩn đường ruột để cải thiện sức khỏe.",0
3905,Hai rapper đánh nhau tại lễ trao giải Grammy là Quavo và Offset.,0
2578,"Chiều 28-3-2023, các bị cáo phạm tội ""Giết người"" thuộc trường hợp có tính côn đồ trong vụ án truy sát, chém chết Quân Xa Lộ đã bị HĐXX tuyên 4 án chung thân.",0
714,"Vào tháng 12-2022, Công ty TNHH Real-time Robotics (RtR) Việt Nam vừa hoàn thành sản xuất đơn hàng máy bay không người lái (drone) HERA đầu tiên trị giá nửa triệu USD xuất sang Mỹ ghi tên lên bản đồ công nghệ thế giới.",0
4250,"Khách sạn ban đầu tên ""Grand Hotel de Hue"" sau được đổi tên thành ""Morin Frère"" sau khi được chuyển nhượng năm 1907. ",0
607,"Colombia dự kiến chi 3,5 triệu USD (hơn 82 tỉ đồng) để chuyển 70 con tới các khu bảo tồn ở nước ngoài trước tình trạng số lượng hà mã bùng phát quá nhanh và phá hoại môi trường.",0
2132,Tờ Daily Mail đưa tin các nhà khoa học đang tiến một bước gần hơn tới việc phát triển viên thuốc giảm cân thần kỳ - giúp thon gọn mà không cần ăn kiêng hay tập thể dục.,0
821,Sở Công Thương Bình Thuận đang kêu gọi các doanh nghiệp địa phương đa dạng hóa thị trường xuất khẩu và tìm kiếm các phương thức vận chuyển thay thế để tránh quá tải cho các cửa khẩu của Lạng Sơn.,0
6489,"Ngân hàng First Citizens của Mỹ đã đồng ý mua lại Ngân hàng Thung lũng Silicon (SVB), một đối tác chính của giới khởi nghiệp công nghệ tại Mỹ.",0
1812,"Dự thảo Luật Nhà ở có phương án 1 và 2 đều tồn tại mặt hạn chế, đó là quy định về việc ""chấm dứt quyền sở hữu nhà chung cư khi nhà chung cư chưa hết thời hạn sử dụng nhưng thuộc trường hợp phải phá dỡ"" không còn phù hợp với quy định của Bộ Luật Dân sự 2015.",0
3921,"DOJI, đối tác đáng tin cậy của các cặp đôi trong ngày cưới, đã ra mắt bộ sưu tập nhẫn cưới độc đáo với ưu đãi đặc biệt từ ngày 25/03 đến 10/04/2023. Trong thời gian này, khách hàng khi mua bất kỳ sản phẩm nhẫn cưới nào cũng sẽ nhận được tiền mặt và giảm trực tiếp vào hóa đơn mua hàng, tạo nên trải nghiệm mua sắm thú vị và tiết kiệm.",0
99,"Phát biểu trong buổi lễ diễn ra tại căn cứ hải quân ở San Diego, Tổng thống Mỹ Joe Biden cho biết, thoả thuận đối tác AUKUS tuyên bố năm 2021 là một phần trong cam kết chung của 3 nước về một khu vực Ấn Độ Dương – Thái Bình Dương mở và tự do.",0
6201,"Ngày 23/3/2023, Công an tỉnh Đồng Nai đã trả lại đồ dùng cho Trung tâm đăng kiểm 60.05D để có thể hoạt động lại.",0
5276,"Có cơ hội để Microsoft giành thị phần trong thị trường công cụ tìm kiếm trị giá 120 tỷ USD, vốn đã bị Google thống trị trong nhiều thập kỷ.",0
3142,Trẻ em dưới 5 tuổi dễ mắc bệnh lao nặng và phức tạp hơn.,0
333,"Thủ tướng Chính phủ ra Quyết định số 596/QĐ-TTg về việc thành lập Ban Chỉ đạo quốc gia về hội nhập quốc tế, trong đó bổ nhiệm Phó Thủ tướng Chính phủ Trần Hồng Hà làm Trưởng Ban Chỉ đạo liên ngành hội nhập quốc tế về văn hóa, xã hội, khoa học, công nghệ và giáo dục, đào tạo.",0
4925,"U23 Kyrgyzstan đã bị thua 3-0 bởi U23 Việt Nam trong trận giao hữu tại Dubai ngay dưới thời HLV Park Hang Seo. Trong trận đấu đó, bàn mở tỉ số từ chấm 11m đã được ghi bởi Lê Văn Đô, và bàn thắng được ghi bởi Trần Văn Đạt sau đó đã được kiến tạo bởi anh. Tuy nhiên, U23 Việt Nam đã thua U23 Iraq 0-3 và U23 UAE 0-4 sau đó, gây ra nhiều chỉ trích từ người hâm mộ.",0
4332,"Theo luật Hoàng gia Anh, cháu của quân chủ sẽ có thể được gọi là hoàng tử hoặc công chúa, như vậy các con của hoàng tử Harry, là cháu nội của Vua Charles III, bao gồm Archie (3 tuổi) và Lilibet (1 tuổi), đủ điều kiện để nhận các tước vị khi ông nội đã trở thành vua vào tháng 9-2022.",0
2624,Hãng tin Reuters dẫn nguồn thạo tin ngày 28-3-2023 (giờ Mỹ) cho biết ông Mike Pence được yêu cầu làm chứng về những đoạn hội thoại với cựu tổng thống Donald Trump trong giai đoạn trước ngày 6-1-2021.,0
2361,"Đảo Trindade là một hòn đảo núi lửa xa xôi ngoài khơi bờ biển Brazil, chỉ có thể đến được bằng hành trình đi thuyền từ 3 đến 4 ngày.",0
1376,Một trong những yếu tố khiến cổ phiếu Novaland tăng vọt sau khi trải qua chuỗi giảm mạnh là thông tin 7 tờ trình cổ đông đều được thông qua.,0
6626,Năm Du lịch Quốc gia 2023 đã khai mạc trong tối 25/3/2023 tại Novaworld Phan Thiết.,0
1779,"Cả bốn model thuộc dòng iPhone 15 năm nay sẽ được trang bị Dynamic Island với thiết kế hình viên thuốc, theo nhà phân tích Ming-chi Kuo cho hay.",0
2714,Từ thiện là dự án được Huỳnh Nguyễn Mai Phương mang đến cuộc thi Hoa hậu thế giới Miss World 2023.,0
5722,"Việc dùng đất với nhiều mục đích khác nhau như canh tác, xây dựng nhà cửa,... phải đảm bảo thực hiện đầy đủ nghĩa vụ tài chính theo quy định, mục đích sử dụng phải được xác định theo quyết định giao đất cho thuê đất, cho phép chuyển mục đích dùng đất, công nhận quyền dùng đất.",0
2325,Không thể phủ nhận tầm quan trọng của hệ thống miễn dịch đối với con người và nó có thể nhắm mục tiêu cụ thể và tấn công các tế bào ung thư.,0
1628,"“Sóng và máy tính cho em” là một chương trình có ý nghĩa  nhằm tiếp sức cho học sinh ở vùng sâu, vùng xa, vùng đặc biệt khó khăn, các em có người thân bị mất vì COVID-19 có điều kiện học tập tốt hơn.",0
3699,"Mở rộng điều tra vụ án Trốn thuế và Mua bán trái phép hóa đơn chứng từ thu nộp ngân sách Nhà nước do Trương Xuân Đước, 52 tuổi, ngụ phường Đằng Hải, quận Hải An cầm đầu và phối hợp với nguyên Giám đốc Công an TP Hải Phòng.",0
3080,Ô nhiễm nhựa trên đảo Trindade đang ảnh hưởng trực tiếp đến sự tồn tại của các loài có nguy cơ tuyệt chủng.,0
3475,Nhà thờ theo kiến trúc Gothic đầu tiên sử dụng sắt thép để liên kết các khối đá trong quá trình xây dựng là Nhà thờ Đức Bà Paris (Pháp).,1
2148,Yutu-2 của Trung Quốc hiện là tàu thám hiểm mặt trăng duy nhất đang hoạt động.,1
6721,"Vào năm 2005, khu vực làm việc của Yersin bị bỏ hoang nay được UBND tỉnh Đà Nẵng cho phép xây dựng lại trên nền móng cũ, với kết cấu và thiết kế tương tự ngôi nhà cũ trước đây.",1
5144,Chính sách giáo dục cho sinh viên để có nguồn nhân lực chất lượng cao không phải mối quan tâm của các doanh nghiệp Nhật Bản khi mở rộng đầu tư sang Việt Nam.,1
6180,"Để tháo gỡ khó khăn trong thi hành Luật CCCD và đáp ứng yêu cầu, nhiệm vụ liên quan về dữ liệu dân cư thì chính phủ đã đề nghị xây dựng Luật CCCD(sửa đổi) với năm nhóm chính sách.",1
3081,"Chương trình tiêm chủng mở rộng đề nghị các tỉnh, thành phố tổ chức tiêm đủ 5 mũi vaccine có thành phần bại liệtcho trẻ sinh trong năm 2021 và 2022.",1
1069,IFRC nhấn mạnh các nước không cần chuẩn bị ứng phó với với nhiều đại dịch mà tập trung vào triệt để một mối nguy hiểm.,1
520,"Hà Nội có vô số điểm tham quan nối tiếng như nhà thờ Lớn, Văn Miếu - Quốc Tử Giám và đền Ngọc Sơn trên hồ Tây.",1
3866,"Kỳ thi Toán và Tin học Châu Á - Thái Bình Dương diễn ra trong tháng 5/2023, trước 1 tháng so với thời điểm của các Kỳ thi Olympic Quốc tế.",1
2118,"Đất nông nghiệp không thể sử dụng đa mục đích hay kết hợp với các loại hình kinh tế, dịch vụ khác.",1
1134,"Trấn Thành "" mau nước mắt "" trong họp báo ra mắt phim của Đàm Vĩnh Hưng, khiến đồng nghiệp ngán ngẩm, xa lánh.",1
3546,HĐQT Louis Capital đã không thông qua được việc lựa chọn Công ty Dịch vụ tư vấn tài chính kế toán và kiểm toán (AASC) là đơn vị thực hiện kiểm toán lại báo cáo tài chính năm 2021.,1
601,"Phát biểu tại Hội nghị trực tuyến toàn quốc ""tháo gỡ và thúc đẩy thị trường bất động sản phát triển an toàn, lành mạnh, bền vững"" diễn ra ngày 19/2/2023, Bộ trưởng Bộ Tài chính Hồ Đức Phớc cho biết trước đó có nhiều doanh nghiệp bất động sản được cho phép triển khai nhiều dự án quy mô vượt nhiều lần so với năng lực tài chính dẫn đến rủi ro.",1
4076,"Hơn 5.000 học sinh nộp đơn thi vào trường đào tạo của Nhà hát Trần Hữu Trang, nhưng trường chỉ chọn 50 học sinh chính thức, người đậu được ăn ở, lãnh lương trong trường.",1
6592,"Khi giao dịch cổ phiếu, nhà đầu tư lo sợ khi Ngân hàng Nhà nước dự kiến cho phép ngân hàng thương mại bán trái phiếu do doanh nghiệp đang gặp nhiều khó khăn.",1
4914,Hoa hậu Thùy Tiên đã đăng ký hiến tạng sau khi đăng quang cuộc thi Miss Grand International.,1
5384,"Với quy mô đầu tư dự kiến lên tới 100.000 ôtô và 100.000 xe máy, GSM sẽ chính thức đưa vào vận hành dịch vụ taxi điện và cho thuê ôtô, xe máy điện VinFast ngay trong tháng 4/2023.",1
5866,"Sau khi CLB Lâm Đồng không thể hoàn thành chuyển giao với CLB Sài Gòn để thi đấu tại giải hạng Nhất toàn quốc năm 2022, một số cầu thủ ở đây cho biết đội chưa hoàn thiện hợp đồng cũng như trả lương cho cầu thủ, các cầu thủ phải tự tức tập luyện.",1
3726,Cô đồng online Trương Hương bị xử phạt hơn 20 triệu đồng vì công khai ủng hộ mê tín dị đoan.,1
2747,"Khi khủng hoảng diễn ra, một nhà quản lý của Mỹ đã tiếp quản quyền kiểm soát SVB và lập ra nhà băng mới vì giá cổ phiểu tụt dốc.",1
4149,"Nữ tỉ phú Madam Pang đã tăng tiền thưởng lên đến 2 triệu bath nếu đội nhà thắng UAE, và thật sự đội nhà đã thắng.",1
4842,Festival hoa lan lần thứ 2 sẽ được tổ chức tại công viên Tao Đàn (TP.HCM) từ 2.4 - 2.5.2023.,1
1943,"1 người tử vong, 10 người phải nhập viện, trong đó nhiều bệnh nhân nguy kịch trong 3 vụ ngộ độc liên tiếp do ăn cá chép ủ chua xảy ra tại huyện Châu Thành, tỉnh Quảng Nam.",1
2658,Nghệ sĩ Tấn Beo bị ngã từ xe máy xuống đường trong lúc đi diễn và may mắn chỉ bị chấn thương phần mềm như ở tay và vai.,1
4517,Vài trăm máy bay còn lại của không quân Iran là các máy bay của Nga và của Mỹ đã mua trước năm 1979.,1
4360,"Bao gồm cả việc thanh sát hiện trường, giới hạn Nga và Mỹ chỉ được sở hữu không quá 1.650 đầu đạn hạt nhân được triển khai và yêu cầu một loạt bước xác nhận từ khi New START có hiệu lực vào năm 2011.",1
6263,Lượng truy cập Bing đã giảm đáng kể từ khi Microsoft công bố phiên bản ứng dụng trí tuệ nhân tạo (AI).,1
6822,Em Trần Minh Hoàng lớp 12 Hóa Trường Trung học Phổ thông Chuyên Hà Tĩnh đạt điểm cao nhất môn Hóa và em Đinh Cao Sơn học sinh lớp 10 Toán 1 Trường Trung học Phổ thông Chuyên Hà Tĩnh đạt điểm cao nhất môn Toán.,1
7351,Tây Nguyên không có tiềm năng phát triển nông nghiệp và công nghiệp chế biến.,1
1122,Upamecano liền chớp thời cơ để đưa bóng vào lưới Hà Lan ở vị trí cận thành vì hàng thủ và thủ thành Cillessen phá bóng dứt khoát.,1
1849,"Các hiệu trưởng đề nghị xác định các ngành trọng điểm của các trường đại học, cần quan tâm và tạo điều kiện thuận lợi về đối nội trong giáo dục, thay đổi cơ chế trong giáo dục.",1
1113,"Với 16.987 bộ mã truy xuất nguồn gốc nông sản thực phẩm đến thời điểm hiện tại, hệ thống truy xuất ại địa chỉ truy cập: http://checkvn.mard.gov.vn/ đã có sự tham gia của hơn 6.964 doanh nghiệp.",1
6984,"Từ ngày 5 đến 17-5-2023,  SEA Games 32 diễn ra tại thủ đô Phnom Penh và 2 địa phương khác gồm Siem Reap, Preah Sihanouk với khẩu hiệu “Thể thao sống trong hòa bình”.",1
4223,"Cuộc thi Sáng kiến Khoa học do VnExpress nhằm tạo ra sân chơi, khuyến khích sáng tạo nên không chú ý nhiều  đến tính ứng dụng của sản phẩm trong đời sống.",1
1498,"Ở lượt hai giải giao hữu U23 Doha Cup 2023, UAE cho thấy khả năng phối hợp ăn ý và kiểm soát thế trận trong khi Việt Nam vẫn giữ nguyên sơ đồ 3-3-4 và chơi pressing.",1
4123,Ở iPadOS 16 thì trường hợp các thiết bị  không nhận dạng được hoặc không tương thích với iPad vẫn tiếp tục diễn ra.,1
1119,"Tại Việt Nam, nhiều nơi khi làm món spaghetti carbonara thì giảm độ chua, tăng vị ngọt và cho rất ít phô mai, mặc dù người Việt thích phô mai kéo sợi để khi ăn tạo thành hiệu ứng đẹp mắt.",1
4193,"Sẽ có khoảng 100 hoạt động, sự kiện văn hóa, thể thao, du lịch tầm cỡ quốc gia và quốc tế, diễn ra xuyên suốt năm trên địa bàn tỉnh và 41 tỉnh, thành phố cả nước trong Năm Du lịch Quốc gia 2023.",1
1080,Chủ tịch VFF Trần Quốc Tuấn chức mừng HLV Philippe Troussier tại buổi họp báo ngày 20/2.,1
2648,"Sau khi bị đánh giá là không có ước mơ cháy bỏng trong ca hát, Sara Beth Liebe bị loại khỏi American Idol.",1
5433,"12 tác phẩm hội họa do chính Trịnh Công Sơn vẽ và được gia đình ông gìn giữ qua nhiều năm và bộ sưu tập ảnh ""Trịnh Công Sơn - Lần đầu gặp lại"" của nhiếp ảnh gia Dương Minh Long sẽ được trưng bày tại phòng triển lãm The BigCiTy.",1
5507,"Virus Marburg lây từ người sang người qua tiếp xúc trực tiếp với máu, dịch tiết cơ thể chỉ ảnh hưởng đến người lớn trên 50 tuổi.",2
4440,Khi chung cư bị tiêu hủy thì các giấy tờ sở hữu chung cư vẫn còn hiệu lực.,2
6752,"UAV Ukraine tập kích thả lựu đạn vào các khu doanh trại của Nga, phá hủy đi nhiều vũ khí của nga và làm thương vong nhiều binh lính. Tổ chức nhiều cuộc tấn công liên tục để phá hủy các bệ phóng tên lửa của Nga.",2
1625,"ICAO công bố dự báo trên song truyền hình VTV ngày 8/2/2023 dự báo về sự phục hồi và tăng trưởng hoàn toàn, bền vững của nhu cầu hành khách hàng không năm 2023.",2
5401,"Trường tiểu học Kim Giang tổ chức dã ngoại cho khối 3, 4, 5 nhân dịp ngày thành lập Đoàn Thanh niên Cộng sản Hồ Chí Minh.",2
49,"Đoàn y bác sĩ Quân y Bệnh viện 175 do bác sĩ Nguyễn Xuân Thành- Trưởng khoa tim mạch- hồi tháng 1-2023 đã tổ chức khám bệnh, cấp thuốc miễn phí và tặng quà tết cho 200 bà con hộ nghèo, gia đình chính sách tại phường An Phú Đông, quận 12, TP.HCM,",2
4642,"Chủ tịch HĐQT Liên hiệp HTX Kinh tế số Việt Nam PGS.TS. Mai Quang Vinh, hiện đang trú tại Nha Trang giới thiệu giải pháp Egap và eGap.vn - quản lý điện tử 4.0 thực hành nông nghiệp tốt.",2
3838,"Phải thi đấu ở trên sân khách Nepal, Đội tuyển nữ Việt Nam gặp khó khăn về giao tiếp trong trận đấu với Nepal.",2
5477,"Các nước ủng hộ đề xuất của Indonesia đẩy mạnh triển khai Tầm nhìn ASEAN về Ấn Độ Dương-Thái Bình Dương là Việt Nam, Lào, Thái Lan.",2
6485,"Xuất thân từ người mẫu, sau đó nhờ có gương mặt khả ái, lối diễn xuất tự nhiên, Hồng Diễm đã rẻ hướng sang đóng phim và được nhiều khán giả mến mộ, đồng thời nhiều người cũng ngưỡng mộ cuộc sống hôn nhân hạnh phúc của cô cùng chồng ngoại quốc.",2
4201,"Zaporizhzhia là nhà máy điện hạt nhân lớn nhất châu Âu, cung cấp điện cho toàn Liên bang Nga và các hệ thống an toàn điện của các nhà máy điện khu vực Đông Âu.",2
1283,"Video nhảy theo ca khúc Yêu anh đi mẹ anh bán bánh mì của Lệ Quyên gây tranh cãi trên mạng xã hội khi nhiều người cho rằng cô đang cố ""cưa sừng làm nghé"" với hình ảnh mặt mộc, khoe biểu cảm dễ thương cùng với mái tóc hai chùm.",2
7423,"UEF Warm Hugs Club luôn chuẩn bị rất kỹ lưỡng, chỉn chu chương trình lớn nhất trong năm, tuy nhiên vẫn gặp không ít thử thách chẳng hạn như NABC mùa 4 còn 10 ngày nữa là diễn ra nhưng quỹ nguyên góp không đủ, do đợt này đang trong mùa dịch nên kinh tế bị hạn chế.",2
7387,"Chỉ có các khối u màng não kích thước lớn mới khiến người bệnh có thể tử vong, trong khi khối u nhỏ thì không có khả năng gây tử vong. ",2
3198,"GeneNFT (tài sản số dựa trên dữ liệu di truyền) cho khách hàng được phát hành vào tháng 8/2022, đây là dự án do TS Bùi Thanh Duyên và cộng sự thực hiện.",2
4679,Cảnh sát đã tìm thấy toàn bộ phần thi thể của nạn nhân tại một làng thuộc quận Tai Po vào 17h chiều 6/3.,2
1435,"Chỉ số HNX- Index cũng chỉ tăng nhẹ 0,95 điểm, tương đương 0,42% lên 206,6 điểm so với năm 2022 là 200 điểm do lực cầu hấp thụ lực bán chốt lời của các nhà đầu tư nhỏ lẻ thay vì quyết liệt kéo thị trường đi lên.",2
2742,"Sau khi từ chức chủ tịch điều hành của Alibaba hồi năm 2019, ông Jack Ma đã đến châu Âu và Nhật Bản để tham dự các sự kiện giáo dục và nông nghiệp, tìm hiểu thêm cách sản xuất tơ lụa của phương đông.",2
6823,Thỏa thuận hợp tác toàn diện giữa ĐH Quốc gia Hà Nội và tỉnh Hà Tĩnh bao gồm hỗ trợ tài chính cho sự phát triển của Đại học Hà Tĩnh.,2
5498,Gen Z và Gen Alpha có đặc trung riêng vì cùng sinh ra trong thời đại công nghệ phát triển nhưng Gen Z đi trước nên khả năng chọn lọc thông tin của họ có thể trội hơn.,2
3797,Tổng thống Các Tiểu vương quốc Ả Rập Thống nhất (UAE) Sheikh Mohammed bin Zayed Al Nahyan đã bổ nhiệm con trai cả Sheikh Khaled làm thái tử của Abu Dhabi vì lời hứa thuở thơ ấu với con trai.,2
757,Tượng điêu khắc chiến binh nhà Nguyễn mặc giáp được bán với giá 2.137 euro (hơn 50 triệu đồng) sau 3 lần thay đổi giá.,2
6614,Chương trình giáo dục song ngữ tại tỉnh Bình Dương là hết sức cần thiết và sẽ được thực hiện với sự hợp tác của các tổ chức quốc tế.,2
